"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Sjælland;2020-12-12;M;187;0;8;1103;112157;6365
Syddanmark;2020-12-12;M;137;0;3;1103;112294;6368
Hovedstaden;2020-12-13;F;967;8;43;1111;113261;6411
Midtjylland;2020-12-13;F;245;2;6;1113;113506;6417
Nordjylland;2020-12-13;F;61;0;5;1113;113567;6422
Sjælland;2020-12-13;F;207;0;6;1113;113774;6428
Syddanmark;2020-12-13;F;152;0;1;1113;113926;6429
Hovedstaden;2020-12-13;M;925;7;37;1120;114851;6466
Midtjylland;2020-12-13;M;231;1;9;1121;115082;6475
Nordjylland;2020-12-13;M;62;2;6;1123;115144;6481
Sjælland;2020-12-13;M;169;0;15;1123;115313;6496
Syddanmark;2020-12-13;M;147;1;7;1124;115460;6503
Hovedstaden;2020-12-14;F;1033;7;37;1131;116493;6540
Midtjylland;2020-12-14;F;381;1;10;1132;116874;6550
Nordjylland;2020-12-14;F;94;1;3;1133;116968;6553
Sjælland;2020-12-14;F;321;4;15;1137;117289;6568
Syddanmark;2020-12-14;F;207;0;8;1137;117496;6576
Hovedstaden;2020-12-14;M;980;12;45;1149;118476;6621
Midtjylland;2020-12-14;M;384;1;9;1150;118860;6630
Nordjylland;2020-12-14;M;99;0;5;1150;118959;6635
Sjælland;2020-12-14;M;271;4;15;1154;119230;6650
Syddanmark;2020-12-14;M;215;2;3;1156;119445;6653
Hovedstaden;2020-12-15;F;1112;5;42;1161;120557;6695
Midtjylland;2020-12-15;F;420;2;9;1163;120977;6704
Nordjylland;2020-12-15;F;97;0;2;1163;121074;6706
Sjælland;2020-12-15;F;323;4;13;1167;121397;6719
Syddanmark;2020-12-15;F;267;1;4;1168;121664;6723
Hovedstaden;2020-12-15;M;1012;2;29;1170;122676;6752
Midtjylland;2020-12-15;M;384;4;14;1174;123060;6766
Nordjylland;2020-12-15;M;113;1;1;1175;123173;6767
Sjælland;2020-12-15;M;287;4;19;1179;123460;6786
Syddanmark;2020-12-15;M;275;1;10;1180;123735;6796
Hovedstaden;2020-12-16;F;1187;5;59;1185;124922;6855
Midtjylland;2020-12-16;F;367;0;10;1185;125289;6865
Nordjylland;2020-12-16;F;113;1;2;1186;125402;6867
Sjælland;2020-12-16;F;378;2;15;1188;125780;6882
Syddanmark;2020-12-16;F;258;1;8;1189;126038;6890
Hovedstaden;2020-12-16;M;1019;5;43;1194;127057;6933
Midtjylland;2020-12-16;M;380;2;16;1196;127437;6949
Nordjylland;2020-12-16;M;113;1;7;1197;127550;6956
Sjælland;2020-12-16;M;307;1;18;1198;127857;6974
Syddanmark;2020-12-16;M;264;1;5;1199;128121;6979
Hovedstaden;2020-12-17;F;917;7;41;1206;129038;7020
Midtjylland;2020-12-17;F;312;1;10;1207;129350;7030
Nordjylland;2020-12-17;F;102;0;1;1207;129452;7031
Sjælland;2020-12-17;F;317;3;13;1210;129769;7044
Syddanmark;2020-12-17;F;257;1;6;1211;130026;7050
Hovedstaden;2020-12-17;M;820;10;60;1221;130846;7110
Midtjylland;2020-12-17;M;296;1;13;1222;131142;7123
Nordjylland;2020-12-17;M;100;0;2;1222;131242;7125
Sjælland;2020-12-17;M;253;3;10;1225;131495;7135
Syddanmark;2020-12-17;M;237;0;10;1225;131732;7145
Hovedstaden;2020-12-18;F;763;7;42;1232;132495;7187
Midtjylland;2020-12-18;F;293;0;5;1232;132788;7192
Nordjylland;2020-12-18;F;101;0;1;1232;132889;7193
Sjælland;2020-12-18;F;247;4;11;1236;133136;7204
Syddanmark;2020-12-18;F;183;3;11;1239;133319;7215
Hovedstaden;2020-12-18;M;756;10;39;1249;134075;7254
Midtjylland;2020-12-18;M;255;5;14;1254;134330;7268
Nordjylland;2020-12-18;M;112;0;3;1254;134442;7271
Sjælland;2020-12-18;M;228;5;18;1259;134670;7289
Syddanmark;2020-12-18;M;192;1;5;1260;134862;7294
Hovedstaden;2020-12-19;F;666;7;41;1267;135528;7335
Midtjylland;2020-12-19;F;252;2;11;1269;135780;7346
Nordjylland;2020-12-19;F;113;2;7;1271;135893;7353
Sjælland;2020-12-19;F;181;3;5;1274;136074;7358
Syddanmark;2020-12-19;F;202;1;7;1275;136276;7365
Hovedstaden;2020-12-19;M;610;10;31;1285;136886;7396
Midtjylland;2020-12-19;M;262;3;9;1288;137148;7405
Nordjylland;2020-12-19;M;98;0;4;1288;137246;7409
Sjælland;2020-12-19;M;207;4;14;1292;137453;7423
Syddanmark;2020-12-19;M;163;3;9;1295;137616;7432
Hovedstaden;2020-12-20;F;607;3;27;1298;138223;7459
Midtjylland;2020-12-20;F;205;0;5;1298;138428;7464
Nordjylland;2020-12-20;F;89;0;1;1298;138517;7465
Sjælland;2020-12-20;F;216;6;13;1304;138733;7478
Syddanmark;2020-12-20;F;156;1;6;1305;138889;7484
Hovedstaden;2020-12-20;M;566;8;49;1313;139455;7533
Midtjylland;2020-12-20;M;185;3;9;1316;139640;7542
Nordjylland;2020-12-20;M;80;1;2;1317;139720;7544
Sjælland;2020-12-20;M;183;1;8;1318;139903;7552
Syddanmark;2020-12-20;M;166;5;7;1323;140069;7559
Hovedstaden;2020-12-21;F;815;9;43;1332;140884;7602
Midtjylland;2020-12-21;F;311;1;10;1333;141195;7612
Nordjylland;2020-12-21;F;103;1;3;1334;141298;7615
Sjælland;2020-12-21;F;283;3;15;1337;141581;7630
Syddanmark;2020-12-21;F;238;0;10;1337;141819;7640
Hovedstaden;2020-12-21;M;634;12;42;1349;142453;7682
Midtjylland;2020-12-21;M;202;5;15;1354;142655;7697
Nordjylland;2020-12-21;M;94;1;7;1355;142749;7704
Sjælland;2020-12-21;M;206;0;12;1355;142955;7716
Syddanmark;2020-12-21;M;213;1;10;1356;143168;7726
Hovedstaden;2020-12-22;F;710;7;38;1363;143878;7764
Midtjylland;2020-12-22;F;256;3;13;1366;144134;7777
Nordjylland;2020-12-22;F;127;1;4;1367;144261;7781
Sjælland;2020-12-22;F;256;2;14;1369;144517;7795
Syddanmark;2020-12-22;F;194;3;8;1372;144711;7803
Hovedstaden;2020-12-22;M;632;10;48;1382;145343;7851
Midtjylland;2020-12-22;M;214;6;10;1388;145557;7861
Nordjylland;2020-12-22;M;114;5;8;1393;145671;7869
Sjælland;2020-12-22;M;203;4;14;1397;145874;7883
Syddanmark;2020-12-22;M;161;1;8;1398;146035;7891
Hovedstaden;2020-12-23;F;765;7;32;1405;146800;7923
Midtjylland;2020-12-23;F;268;1;13;1406;147068;7936
Nordjylland;2020-12-23;F;121;1;7;1407;147189;7943
Sjælland;2020-12-23;F;228;3;20;1410;147417;7963
Syddanmark;2020-12-23;F;199;1;7;1411;147616;7970
Hovedstaden;2020-12-23;M;661;8;36;1419;148277;8006
Midtjylland;2020-12-23;M;247;2;12;1421;148524;8018
Nordjylland;2020-12-23;M;134;3;4;1424;148658;8022
Sjælland;2020-12-23;M;214;3;17;1427;148872;8039
Syddanmark;2020-12-23;M;238;0;8;1427;149110;8047
Hovedstaden;2020-12-24;F;370;7;22;1434;149480;8069
Midtjylland;2020-12-24;F;131;1;11;1435;149611;8080
Nordjylland;2020-12-24;F;65;0;4;1435;149676;8084
Sjælland;2020-12-24;F;79;3;4;1438;149755;8088
Syddanmark;2020-12-24;F;111;0;2;1438;149866;8090
Hovedstaden;2020-12-24;M;358;5;32;1443;150224;8122
Midtjylland;2020-12-24;M;115;1;8;1444;150339;8130
Nordjylland;2020-12-24;M;69;0;4;1444;150408;8134
Sjælland;2020-12-24;M;77;3;6;1447;150485;8140
Syddanmark;2020-12-24;M;97;0;2;1447;150582;8142
Hovedstaden;2020-12-25;F;429;9;41;1456;151011;8183
Midtjylland;2020-12-25;F;112;1;4;1457;151123;8187
Nordjylland;2020-12-25;F;65;1;3;1458;151188;8190
Sjælland;2020-12-25;F;122;2;12;1460;151310;8202
Syddanmark;2020-12-25;F;129;0;6;1460;151439;8208
Hovedstaden;2020-12-25;M;376;12;37;1472;151815;8245
Midtjylland;2020-12-25;M;102;3;11;1475;151917;8256
Nordjylland;2020-12-25;M;65;3;3;1478;151982;8259
Sjælland;2020-12-25;M;83;2;10;1480;152065;8269
Syddanmark;2020-12-25;M;103;1;7;1481;152168;8276
Hovedstaden;2020-12-26;F;674;11;35;1492;152842;8311
Midtjylland;2020-12-26;F;228;1;8;1493;153070;8319
Nordjylland;2020-12-26;F;91;0;4;1493;153161;8323
Sjælland;2020-12-26;F;228;1;7;1494;153389;8330
Syddanmark;2020-12-26;F;171;1;6;1495;153560;8336
Hovedstaden;2020-12-26;M;604;11;54;1506;154164;8390
Midtjylland;2020-12-26;M;232;3;12;1509;154396;8402
Nordjylland;2020-12-26;M;87;0;6;1509;154483;8408
Sjælland;2020-12-26;M;217;3;21;1512;154700;8429
Syddanmark;2020-12-26;M;152;2;10;1514;154852;8439
Hovedstaden;2020-12-27;F;545;11;39;1525;155397;8478
Midtjylland;2020-12-27;F;232;3;9;1528;155629;8487
Nordjylland;2020-12-27;F;100;2;6;1530;155729;8493
Sjælland;2020-12-27;F;161;0;2;1530;155890;8495
Syddanmark;2020-12-27;F;154;4;10;1534;156044;8505
Hovedstaden;2020-12-27;M;467;7;31;1541;156511;8536
Midtjylland;2020-12-27;M;184;5;9;1546;156695;8545
Nordjylland;2020-12-27;M;71;1;3;1547;156766;8548
Sjælland;2020-12-27;M;165;6;18;1553;156931;8566
Syddanmark;2020-12-27;M;105;0;9;1553;157036;8575
Hovedstaden;2020-12-28;F;754;15;52;1568;157790;8627
Midtjylland;2020-12-28;F;305;3;16;1571;158095;8643
Nordjylland;2020-12-28;F;138;1;6;1572;158233;8649
Sjælland;2020-12-28;F;295;4;15;1576;158528;8664
Syddanmark;2020-12-28;F;216;4;14;1580;158744;8678
Hovedstaden;2020-12-28;M;535;10;39;1590;159279;8717
Midtjylland;2020-12-28;M;263;5;25;1595;159542;8742
Nordjylland;2020-12-28;M;123;1;1;1596;159665;8743
Sjælland;2020-12-28;M;249;1;22;1597;159914;8765
Syddanmark;2020-12-28;M;184;4;16;1601;160098;8781
Hovedstaden;2020-12-29;F;563;11;48;1612;160661;8829
Midtjylland;2020-12-29;F;281;4;12;1616;160942;8841
Nordjylland;2020-12-29;F;98;3;6;1619;161040;8847
Sjælland;2020-12-29;F;260;1;12;1620;161300;8859
Syddanmark;2020-12-29;F;175;1;4;1621;161475;8863
Hovedstaden;2020-12-29;M;422;11;37;1632;161897;8900
Midtjylland;2020-12-29;M;239;1;16;1633;162136;8916
Nordjylland;2020-12-29;M;89;0;3;1633;162225;8919
Sjælland;2020-12-29;M;182;0;9;1633;162407;8928
Syddanmark;2020-12-29;M;166;2;8;1635;162573;8936
Hovedstaden;2020-12-30;F;616;10;36;1645;163189;8972
Midtjylland;2020-12-30;F;250;2;11;1647;163439;8983
Nordjylland;2020-12-30;F;120;0;5;1647;163559;8988
Sjælland;2020-12-30;F;264;5;12;1652;163823;9000
Syddanmark;2020-12-30;F;199;3;5;1655;164022;9005
Hovedstaden;2020-12-30;M;565;9;42;1664;164587;9047
Midtjylland;2020-12-30;M;230;4;19;1668;164817;9066
Nordjylland;2020-12-30;M;93;1;7;1669;164910;9073
Sjælland;2020-12-30;M;255;7;19;1676;165165;9092
Syddanmark;2020-12-30;M;176;1;4;1677;165341;9096
Hovedstaden;2020-12-31;F;284;6;22;1683;165625;9118
Midtjylland;2020-12-31;F;122;2;2;1685;165747;9120
Nordjylland;2020-12-31;F;62;1;4;1686;165809;9124
Sjælland;2020-12-31;F;85;0;4;1686;165894;9128
Syddanmark;2020-12-31;F;89;1;6;1687;165983;9134
Hovedstaden;2020-12-31;M;278;8;30;1695;166261;9164
Midtjylland;2020-12-31;M;119;0;9;1695;166380;9173
Nordjylland;2020-12-31;M;43;0;3;1695;166423;9176
Sjælland;2020-12-31;M;68;0;9;1695;166491;9185
Syddanmark;2020-12-31;M;77;1;5;1696;166568;9190
Hovedstaden;2021-01-01;F;288;6;22;1702;166856;9212
Midtjylland;2021-01-01;F;130;1;5;1703;166986;9217
Nordjylland;2021-01-01;F;51;0;2;1703;167037;9219
Sjælland;2021-01-01;F;69;1;9;1704;167106;9228
Syddanmark;2021-01-01;F;90;0;4;1704;167196;9232
Hovedstaden;2021-01-01;M;284;6;25;1710;167480;9257
Midtjylland;2021-01-01;M;101;1;6;1711;167581;9263
Nordjylland;2021-01-01;M;42;2;6;1713;167623;9269
Sjælland;2021-01-01;M;70;1;11;1714;167693;9280
Syddanmark;2021-01-01;M;77;2;6;1716;167770;9286
Hovedstaden;2021-01-02;F;435;3;32;1719;168205;9318
Midtjylland;2021-01-02;F;215;2;3;1721;168420;9321
Nordjylland;2021-01-02;F;95;0;2;1721;168515;9323
Sjælland;2021-01-02;F;162;0;12;1721;168677;9335
Syddanmark;2021-01-02;F;136;1;5;1722;168813;9340
Hovedstaden;2021-01-02;M;402;7;26;1729;169215;9366
Midtjylland;2021-01-02;M;221;2;15;1731;169436;9381
Nordjylland;2021-01-02;M;90;2;9;1733;169526;9390
Sjælland;2021-01-02;M;160;8;16;1741;169686;9406
Syddanmark;2021-01-02;M;124;2;9;1743;169810;9415
Hovedstaden;2021-01-03;F;392;2;21;1745;170202;9436
Midtjylland;2021-01-03;F;184;2;10;1747;170386;9446
Nordjylland;2021-01-03;F;110;7;8;1754;170496;9454
Sjælland;2021-01-03;F;114;2;8;1756;170610;9462
Syddanmark;2021-01-03;F;115;1;5;1757;170725;9467
Hovedstaden;2021-01-03;M;322;3;24;1760;171047;9491
Midtjylland;2021-01-03;M;146;0;6;1760;171193;9497
Nordjylland;2021-01-03;M;68;3;6;1763;171261;9503
Sjælland;2021-01-03;M;107;2;11;1765;171368;9514
Syddanmark;2021-01-03;M;111;0;9;1765;171479;9523
Hovedstaden;2021-01-04;F;580;16;31;1781;172059;9554
Midtjylland;2021-01-04;F;245;5;7;1786;172304;9561
Nordjylland;2021-01-04;F;108;2;6;1788;172412;9567
Sjælland;2021-01-04;F;220;1;8;1789;172632;9575
Syddanmark;2021-01-04;F;175;0;7;1789;172807;9582
Hovedstaden;2021-01-04;M;480;12;35;1801;173287;9617
Midtjylland;2021-01-04;M;213;3;11;1804;173500;9628
Nordjylland;2021-01-04;M;102;2;6;1806;173602;9634
Sjælland;2021-01-04;M;179;2;12;1808;173781;9646
Syddanmark;2021-01-04;M;174;1;6;1809;173955;9652
Hovedstaden;2021-01-05;F;447;0;24;1809;174402;9676
Midtjylland;2021-01-05;F;182;4;11;1813;174584;9687
Nordjylland;2021-01-05;F;85;2;4;1815;174669;9691
Sjælland;2021-01-05;F;205;3;10;1818;174874;9701
Syddanmark;2021-01-05;F;157;3;10;1821;175031;9711
Hovedstaden;2021-01-05;M;378;7;22;1828;175409;9733
Midtjylland;2021-01-05;M;133;0;11;1828;175542;9744
Nordjylland;2021-01-05;M;69;0;3;1828;175611;9747
Sjælland;2021-01-05;M;145;3;9;1831;175756;9756
Syddanmark;2021-01-05;M;122;1;11;1832;175878;9767
Hovedstaden;2021-01-06;F;402;9;31;1841;176280;9798
Midtjylland;2021-01-06;F;154;5;12;1846;176434;9810
Nordjylland;2021-01-06;F;89;0;3;1846;176523;9813
Sjælland;2021-01-06;F;143;3;17;1849;176666;9830
Syddanmark;2021-01-06;F;112;0;6;1849;176778;9836
Hovedstaden;2021-01-06;M;313;10;29;1859;177091;9865
Midtjylland;2021-01-06;M;125;3;10;1862;177216;9875
Nordjylland;2021-01-06;M;87;2;2;1864;177303;9877
Sjælland;2021-01-06;M;129;3;10;1867;177432;9887
Syddanmark;2021-01-06;M;101;0;2;1867;177533;9889
Hovedstaden;2021-01-07;F;318;6;18;1873;177851;9907
Midtjylland;2021-01-07;F;189;5;10;1878;178040;9917
Nordjylland;2021-01-07;F;70;1;4;1879;178110;9921
Sjælland;2021-01-07;F;152;3;15;1882;178262;9936
Syddanmark;2021-01-07;F;136;2;8;1884;178398;9944
Hovedstaden;2021-01-07;M;266;3;20;1887;178664;9964
Midtjylland;2021-01-07;M;147;8;16;1895;178811;9980
Nordjylland;2021-01-07;M;74;1;2;1896;178885;9982
Sjælland;2021-01-07;M;96;4;15;1900;178981;9997
Syddanmark;2021-01-07;M;136;3;9;1903;179117;10006
Hovedstaden;2021-01-08;F;338;5;26;1908;179455;10032
Midtjylland;2021-01-08;F;144;1;11;1909;179599;10043
Nordjylland;2021-01-08;F;57;1;2;1910;179656;10045
Sjælland;2021-01-08;F;107;1;5;1911;179763;10050
Syddanmark;2021-01-08;F;118;1;8;1912;179881;10058
Hovedstaden;2021-01-08;M;269;7;22;1919;180150;10080
Midtjylland;2021-01-08;M;109;3;10;1922;180259;10090
Nordjylland;2021-01-08;M;59;2;9;1924;180318;10099
Sjælland;2021-01-08;M;115;2;10;1926;180433;10109
Syddanmark;2021-01-08;M;109;1;6;1927;180542;10115
Hovedstaden;2021-01-09;F;255;3;20;1930;180797;10135
Midtjylland;2021-01-09;F;113;2;3;1932;180910;10138
Nordjylland;2021-01-09;F;51;0;2;1932;180961;10140
Sjælland;2021-01-09;F;113;3;12;1935;181074;10152
Syddanmark;2021-01-09;F;88;3;4;1938;181162;10156
Hovedstaden;2021-01-09;M;227;9;29;1947;181389;10185
Midtjylland;2021-01-09;M;109;3;6;1950;181498;10191
Nordjylland;2021-01-09;M;50;0;3;1950;181548;10194
Sjælland;2021-01-09;M;99;3;14;1953;181647;10208
Syddanmark;2021-01-09;M;86;3;6;1956;181733;10214
Hovedstaden;2021-01-10;F;210;2;17;1958;181943;10231
Midtjylland;2021-01-10;F;100;2;6;1960;182043;10237
Nordjylland;2021-01-10;F;45;0;3;1960;182088;10240
Sjælland;2021-01-10;F;86;3;13;1963;182174;10253
Syddanmark;2021-01-10;F;75;1;7;1964;182249;10260
Hovedstaden;2021-01-10;M;198;7;23;1971;182447;10283
Midtjylland;2021-01-10;M;85;1;7;1972;182532;10290
Nordjylland;2021-01-10;M;36;2;4;1974;182568;10294
Sjælland;2021-01-10;M;81;1;6;1975;182649;10300
Syddanmark;2021-01-10;M;74;1;4;1976;182723;10304
Hovedstaden;2021-01-11;F;365;7;31;1983;183088;10335
Midtjylland;2021-01-11;F;104;1;9;1984;183192;10344
Nordjylland;2021-01-11;F;57;1;1;1985;183249;10345
Sjælland;2021-01-11;F;127;4;11;1989;183376;10356
Syddanmark;2021-01-11;F;114;2;9;1991;183490;10365
Hovedstaden;2021-01-11;M;249;9;19;2000;183739;10384
Midtjylland;2021-01-11;M;92;3;7;2003;183831;10391
Nordjylland;2021-01-11;M;50;0;1;2003;183881;10392
Sjælland;2021-01-11;M;97;1;12;2004;183978;10404
Syddanmark;2021-01-11;M;92;2;10;2006;184070;10414
Hovedstaden;2021-01-12;F;317;10;28;2016;184387;10442
Midtjylland;2021-01-12;F;97;3;9;2019;184484;10451
Nordjylland;2021-01-12;F;53;1;2;2020;184537;10453
Sjælland;2021-01-12;F;124;1;7;2021;184661;10460
Syddanmark;2021-01-12;F;73;0;3;2021;184734;10463
Hovedstaden;2021-01-12;M;269;4;20;2025;185003;10483
Midtjylland;2021-01-12;M;81;2;5;2027;185084;10488
Nordjylland;2021-01-12;M;51;0;3;2027;185135;10491
Sjælland;2021-01-12;M;110;5;10;2032;185245;10501
Syddanmark;2021-01-12;M;79;2;6;2034;185324;10507
Hovedstaden;2021-01-13;F;269;7;25;2041;185593;10532
Midtjylland;2021-01-13;F;102;2;0;2043;185695;10532
Nordjylland;2021-01-13;F;65;2;4;2045;185760;10536
Sjælland;2021-01-13;F;76;2;12;2047;185836;10548
Syddanmark;2021-01-13;F;83;1;1;2048;185919;10549
Hovedstaden;2021-01-13;M;244;3;27;2051;186163;10576
Midtjylland;2021-01-13;M;69;0;4;2051;186232;10580
Nordjylland;2021-01-13;M;54;2;4;2053;186286;10584
Sjælland;2021-01-13;M;81;3;13;2056;186367;10597
Syddanmark;2021-01-13;M;68;0;2;2056;186435;10599
Hovedstaden;2021-01-14;F;222;4;16;2060;186657;10615
Midtjylland;2021-01-14;F;105;1;4;2061;186762;10619
Nordjylland;2021-01-14;F;49;0;1;2061;186811;10620
Sjælland;2021-01-14;F;97;1;7;2062;186908;10627
Syddanmark;2021-01-14;F;86;1;4;2063;186994;10631
Hovedstaden;2021-01-14;M;200;9;25;2072;187194;10656
Midtjylland;2021-01-14;M;82;1;7;2073;187276;10663
Nordjylland;2021-01-14;M;47;0;1;2073;187323;10664
Sjælland;2021-01-14;M;49;1;4;2074;187372;10668
Syddanmark;2021-01-14;M;64;0;2;2074;187436;10670
Hovedstaden;2021-01-15;F;200;2;13;2076;187636;10683
Midtjylland;2021-01-15;F;64;2;6;2078;187700;10689
Nordjylland;2021-01-15;F;33;0;1;2078;187733;10690
Sjælland;2021-01-15;F;67;2;5;2080;187800;10695
Syddanmark;2021-01-15;F;70;0;6;2080;187870;10701
Hovedstaden;2021-01-15;M;190;3;15;2083;188060;10716
Midtjylland;2021-01-15;M;53;2;8;2085;188113;10724
Nordjylland;2021-01-15;M;50;2;7;2087;188163;10731
Sjælland;2021-01-15;M;65;3;10;2090;188228;10741
Syddanmark;2021-01-15;M;58;2;7;2092;188286;10748
Hovedstaden;2021-01-16;F;176;5;11;2097;188462;10759
Midtjylland;2021-01-16;F;35;1;3;2098;188497;10762
Nordjylland;2021-01-16;F;37;0;1;2098;188534;10763
Sjælland;2021-01-16;F;50;1;2;2099;188584;10765
Syddanmark;2021-01-16;F;73;2;10;2101;188657;10775
Hovedstaden;2021-01-16;M;163;3;20;2104;188820;10795
Midtjylland;2021-01-16;M;37;0;3;2104;188857;10798
Nordjylland;2021-01-16;M;37;2;5;2106;188894;10803
Sjælland;2021-01-16;M;55;0;4;2106;188949;10807
