"Kommune";"Kommunenavn";"Dato";"Bekræftede tilfælde"
615;Horsens;2021-05-15;10
621;Kolding;2021-05-15;5
630;Vejle;2021-05-15;9
657;Herning;2021-05-15;20
661;Holstebro;2021-05-15;15
671;Struer;2021-05-15;3
706;Syddjurs;2021-05-15;13
707;Norddjurs;2021-05-15;6
710;Favrskov;2021-05-15;8
727;Odder;2021-05-15;1
730;Randers;2021-05-15;9
740;Silkeborg;2021-05-15;8
746;Skanderborg;2021-05-15;5
751;Århus;2021-05-15;66
756;Ikast-Brande;2021-05-15;6
760;Ringkøbing-Skjern;2021-05-15;5
766;Hedensted;2021-05-15;9
779;Skive;2021-05-15;3
787;Thisted;2021-05-15;5
791;Viborg;2021-05-15;5
810;Brønderslev;2021-05-15;8
813;Frederikshavn;2021-05-15;5
840;Rebild;2021-05-15;5
846;Mariagerfjord;2021-05-15;8
849;Jammerbugt;2021-05-15;13
851;Aalborg;2021-05-15;52
860;Hjørring;2021-05-15;1
101;København;2021-05-16;162
147;Frederiksberg;2021-05-16;44
151;Ballerup;2021-05-16;7
153;Brøndby;2021-05-16;10
155;Dragør;2021-05-16;3
157;Gentofte;2021-05-16;25
159;Gladsaxe;2021-05-16;15
161;Glostrup;2021-05-16;2
163;Herlev;2021-05-16;2
165;Albertslund;2021-05-16;11
167;Hvidovre;2021-05-16;5
169;Høje Tåstrup;2021-05-16;18
173;Lyngby-Taarbæk;2021-05-16;5
175;Rødovre;2021-05-16;10
183;Ishøj;2021-05-16;8
185;Tårnby;2021-05-16;12
187;Vallensbæk;2021-05-16;6
190;Furesø;2021-05-16;2
201;Allerød;2021-05-16;13
210;Fredensborg;2021-05-16;14
217;Helsingør;2021-05-16;7
219;Hillerød;2021-05-16;7
223;Hørsholm;2021-05-16;6
230;Rudersdal;2021-05-16;8
240;Egedal;2021-05-16;3
250;Frederikssund;2021-05-16;12
253;Greve;2021-05-16;7
259;Køge;2021-05-16;8
260;Halsnæs;2021-05-16;7
265;Roskilde;2021-05-16;21
269;Solrød;2021-05-16;12
270;Gribskov;2021-05-16;15
306;Odsherred;2021-05-16;1
316;Holbæk;2021-05-16;8
320;Faxe;2021-05-16;6
326;Kalundborg;2021-05-16;6
329;Ringsted;2021-05-16;5
330;Slagelse;2021-05-16;18
336;Stevns;2021-05-16;1
340;Sorø;2021-05-16;6
350;Lejre;2021-05-16;8
360;Lolland;2021-05-16;1
370;Næstved;2021-05-16;11
376;Guldborgsund;2021-05-16;4
390;Vordingborg;2021-05-16;1
400;Bornholm;2021-05-16;2
420;Assens;2021-05-16;1
430;Faaborg-Midtfyn;2021-05-16;3
461;Odense;2021-05-16;25
479;Svendborg;2021-05-16;1
480;Nordfyn;2021-05-16;4
510;Haderslev;2021-05-16;7
540;Sønderborg;2021-05-16;3
561;Esbjerg;2021-05-16;18
573;Varde;2021-05-16;1
575;Vejen;2021-05-16;6
580;Aabenraa;2021-05-16;4
607;Fredericia;2021-05-16;1
615;Horsens;2021-05-16;11
621;Kolding;2021-05-16;7
630;Vejle;2021-05-16;18
657;Herning;2021-05-16;13
661;Holstebro;2021-05-16;15
665;Lemvig;2021-05-16;3
671;Struer;2021-05-16;1
706;Syddjurs;2021-05-16;10
707;Norddjurs;2021-05-16;14
710;Favrskov;2021-05-16;2
727;Odder;2021-05-16;4
730;Randers;2021-05-16;10
740;Silkeborg;2021-05-16;5
746;Skanderborg;2021-05-16;2
751;Århus;2021-05-16;40
756;Ikast-Brande;2021-05-16;3
760;Ringkøbing-Skjern;2021-05-16;1
766;Hedensted;2021-05-16;1
779;Skive;2021-05-16;2
787;Thisted;2021-05-16;4
791;Viborg;2021-05-16;10
810;Brønderslev;2021-05-16;4
813;Frederikshavn;2021-05-16;10
820;Vesthimmerland;2021-05-16;1
840;Rebild;2021-05-16;2
846;Mariagerfjord;2021-05-16;4
849;Jammerbugt;2021-05-16;9
851;Aalborg;2021-05-16;69
860;Hjørring;2021-05-16;2
101;København;2021-05-17;216
147;Frederiksberg;2021-05-17;40
151;Ballerup;2021-05-17;9
153;Brøndby;2021-05-17;10
155;Dragør;2021-05-17;6
157;Gentofte;2021-05-17;14
159;Gladsaxe;2021-05-17;14
161;Glostrup;2021-05-17;6
163;Herlev;2021-05-17;4
165;Albertslund;2021-05-17;12
167;Hvidovre;2021-05-17;10
169;Høje Tåstrup;2021-05-17;10
173;Lyngby-Taarbæk;2021-05-17;5
175;Rødovre;2021-05-17;13
183;Ishøj;2021-05-17;7
185;Tårnby;2021-05-17;10
187;Vallensbæk;2021-05-17;10
190;Furesø;2021-05-17;7
201;Allerød;2021-05-17;6
210;Fredensborg;2021-05-17;9
217;Helsingør;2021-05-17;15
219;Hillerød;2021-05-17;9
223;Hørsholm;2021-05-17;5
230;Rudersdal;2021-05-17;14
240;Egedal;2021-05-17;6
250;Frederikssund;2021-05-17;5
253;Greve;2021-05-17;11
259;Køge;2021-05-17;16
260;Halsnæs;2021-05-17;2
265;Roskilde;2021-05-17;14
269;Solrød;2021-05-17;21
270;Gribskov;2021-05-17;17
306;Odsherred;2021-05-17;3
316;Holbæk;2021-05-17;16
320;Faxe;2021-05-17;7
326;Kalundborg;2021-05-17;10
329;Ringsted;2021-05-17;9
330;Slagelse;2021-05-17;13
336;Stevns;2021-05-17;5
340;Sorø;2021-05-17;6
350;Lejre;2021-05-17;4
370;Næstved;2021-05-17;14
376;Guldborgsund;2021-05-17;8
390;Vordingborg;2021-05-17;1
400;Bornholm;2021-05-17;3
410;Middelfart;2021-05-17;3
420;Assens;2021-05-17;6
430;Faaborg-Midtfyn;2021-05-17;2
450;Nyborg;2021-05-17;2
461;Odense;2021-05-17;33
479;Svendborg;2021-05-17;4
480;Nordfyn;2021-05-17;18
482;Langeland;2021-05-17;1
510;Haderslev;2021-05-17;13
530;Billund;2021-05-17;1
540;Sønderborg;2021-05-17;12
550;Tønder;2021-05-17;3
561;Esbjerg;2021-05-17;29
573;Varde;2021-05-17;6
575;Vejen;2021-05-17;12
580;Aabenraa;2021-05-17;1
607;Fredericia;2021-05-17;1
615;Horsens;2021-05-17;12
621;Kolding;2021-05-17;6
630;Vejle;2021-05-17;16
657;Herning;2021-05-17;14
661;Holstebro;2021-05-17;17
665;Lemvig;2021-05-17;3
671;Struer;2021-05-17;4
706;Syddjurs;2021-05-17;4
707;Norddjurs;2021-05-17;9
710;Favrskov;2021-05-17;9
727;Odder;2021-05-17;5
730;Randers;2021-05-17;9
740;Silkeborg;2021-05-17;14
746;Skanderborg;2021-05-17;3
751;Århus;2021-05-17;66
756;Ikast-Brande;2021-05-17;9
760;Ringkøbing-Skjern;2021-05-17;8
766;Hedensted;2021-05-17;6
779;Skive;2021-05-17;7
787;Thisted;2021-05-17;7
791;Viborg;2021-05-17;10
810;Brønderslev;2021-05-17;2
813;Frederikshavn;2021-05-17;11
820;Vesthimmerland;2021-05-17;6
840;Rebild;2021-05-17;5
846;Mariagerfjord;2021-05-17;5
849;Jammerbugt;2021-05-17;7
851;Aalborg;2021-05-17;63
860;Hjørring;2021-05-17;3
101;København;2021-05-18;211
147;Frederiksberg;2021-05-18;55
151;Ballerup;2021-05-18;7
153;Brøndby;2021-05-18;9
155;Dragør;2021-05-18;1
157;Gentofte;2021-05-18;24
159;Gladsaxe;2021-05-18;16
161;Glostrup;2021-05-18;6
163;Herlev;2021-05-18;5
165;Albertslund;2021-05-18;6
167;Hvidovre;2021-05-18;19
169;Høje Tåstrup;2021-05-18;25
173;Lyngby-Taarbæk;2021-05-18;6
175;Rødovre;2021-05-18;17
183;Ishøj;2021-05-18;11
185;Tårnby;2021-05-18;14
187;Vallensbæk;2021-05-18;9
190;Furesø;2021-05-18;8
201;Allerød;2021-05-18;12
210;Fredensborg;2021-05-18;8
217;Helsingør;2021-05-18;16
219;Hillerød;2021-05-18;11
223;Hørsholm;2021-05-18;4
230;Rudersdal;2021-05-18;9
240;Egedal;2021-05-18;6
250;Frederikssund;2021-05-18;9
253;Greve;2021-05-18;13
259;Køge;2021-05-18;12
260;Halsnæs;2021-05-18;4
265;Roskilde;2021-05-18;16
269;Solrød;2021-05-18;9
270;Gribskov;2021-05-18;11
306;Odsherred;2021-05-18;5
316;Holbæk;2021-05-18;14
320;Faxe;2021-05-18;6
326;Kalundborg;2021-05-18;8
329;Ringsted;2021-05-18;7
330;Slagelse;2021-05-18;13
336;Stevns;2021-05-18;5
340;Sorø;2021-05-18;8
350;Lejre;2021-05-18;5
360;Lolland;2021-05-18;1
370;Næstved;2021-05-18;31
376;Guldborgsund;2021-05-18;6
400;Bornholm;2021-05-18;3
410;Middelfart;2021-05-18;2
420;Assens;2021-05-18;8
430;Faaborg-Midtfyn;2021-05-18;2
440;Kerteminde;2021-05-18;2
450;Nyborg;2021-05-18;5
461;Odense;2021-05-18;34
479;Svendborg;2021-05-18;2
480;Nordfyn;2021-05-18;4
510;Haderslev;2021-05-18;5
530;Billund;2021-05-18;2
540;Sønderborg;2021-05-18;4
561;Esbjerg;2021-05-18;20
573;Varde;2021-05-18;6
575;Vejen;2021-05-18;7
580;Aabenraa;2021-05-18;3
607;Fredericia;2021-05-18;8
615;Horsens;2021-05-18;10
621;Kolding;2021-05-18;10
630;Vejle;2021-05-18;19
657;Herning;2021-05-18;11
661;Holstebro;2021-05-18;9
665;Lemvig;2021-05-18;1
671;Struer;2021-05-18;8
706;Syddjurs;2021-05-18;8
707;Norddjurs;2021-05-18;10
710;Favrskov;2021-05-18;3
730;Randers;2021-05-18;13
740;Silkeborg;2021-05-18;13
746;Skanderborg;2021-05-18;4
751;Århus;2021-05-18;63
756;Ikast-Brande;2021-05-18;3
760;Ringkøbing-Skjern;2021-05-18;8
766;Hedensted;2021-05-18;1
773;Morsø;2021-05-18;1
779;Skive;2021-05-18;6
787;Thisted;2021-05-18;10
791;Viborg;2021-05-18;11
813;Frederikshavn;2021-05-18;7
820;Vesthimmerland;2021-05-18;4
840;Rebild;2021-05-18;7
846;Mariagerfjord;2021-05-18;6
849;Jammerbugt;2021-05-18;10
851;Aalborg;2021-05-18;73
860;Hjørring;2021-05-18;2
101;København;2021-05-19;246
147;Frederiksberg;2021-05-19;35
151;Ballerup;2021-05-19;6
153;Brøndby;2021-05-19;6
155;Dragør;2021-05-19;2
157;Gentofte;2021-05-19;21
159;Gladsaxe;2021-05-19;15
161;Glostrup;2021-05-19;5
163;Herlev;2021-05-19;2
165;Albertslund;2021-05-19;14
167;Hvidovre;2021-05-19;11
169;Høje Tåstrup;2021-05-19;15
173;Lyngby-Taarbæk;2021-05-19;4
175;Rødovre;2021-05-19;7
183;Ishøj;2021-05-19;11
185;Tårnby;2021-05-19;9
187;Vallensbæk;2021-05-19;6
190;Furesø;2021-05-19;1
201;Allerød;2021-05-19;7
210;Fredensborg;2021-05-19;4
217;Helsingør;2021-05-19;16
219;Hillerød;2021-05-19;14
223;Hørsholm;2021-05-19;2
230;Rudersdal;2021-05-19;8
240;Egedal;2021-05-19;7
250;Frederikssund;2021-05-19;7
253;Greve;2021-05-19;19
259;Køge;2021-05-19;17
265;Roskilde;2021-05-19;28
269;Solrød;2021-05-19;13
270;Gribskov;2021-05-19;13
306;Odsherred;2021-05-19;6
316;Holbæk;2021-05-19;17
320;Faxe;2021-05-19;13
326;Kalundborg;2021-05-19;9
329;Ringsted;2021-05-19;10
330;Slagelse;2021-05-19;11
336;Stevns;2021-05-19;7
340;Sorø;2021-05-19;8
350;Lejre;2021-05-19;3
360;Lolland;2021-05-19;2
370;Næstved;2021-05-19;21
376;Guldborgsund;2021-05-19;12
390;Vordingborg;2021-05-19;1
400;Bornholm;2021-05-19;2
420;Assens;2021-05-19;2
430;Faaborg-Midtfyn;2021-05-19;4
440;Kerteminde;2021-05-19;3
450;Nyborg;2021-05-19;2
461;Odense;2021-05-19;25
479;Svendborg;2021-05-19;4
480;Nordfyn;2021-05-19;8
510;Haderslev;2021-05-19;6
530;Billund;2021-05-19;4
540;Sønderborg;2021-05-19;6
550;Tønder;2021-05-19;1
561;Esbjerg;2021-05-19;20
563;Fanø;2021-05-19;1
573;Varde;2021-05-19;3
575;Vejen;2021-05-19;12
580;Aabenraa;2021-05-19;3
607;Fredericia;2021-05-19;4
615;Horsens;2021-05-19;11
621;Kolding;2021-05-19;3
630;Vejle;2021-05-19;18
657;Herning;2021-05-19;14
661;Holstebro;2021-05-19;10
665;Lemvig;2021-05-19;3
671;Struer;2021-05-19;6
706;Syddjurs;2021-05-19;7
707;Norddjurs;2021-05-19;6
710;Favrskov;2021-05-19;8
727;Odder;2021-05-19;2
730;Randers;2021-05-19;7
740;Silkeborg;2021-05-19;14
746;Skanderborg;2021-05-19;6
751;Århus;2021-05-19;63
756;Ikast-Brande;2021-05-19;2
760;Ringkøbing-Skjern;2021-05-19;5
766;Hedensted;2021-05-19;5
773;Morsø;2021-05-19;1
779;Skive;2021-05-19;3
787;Thisted;2021-05-19;2
791;Viborg;2021-05-19;6
810;Brønderslev;2021-05-19;2
813;Frederikshavn;2021-05-19;5
820;Vesthimmerland;2021-05-19;2
840;Rebild;2021-05-19;9
846;Mariagerfjord;2021-05-19;5
849;Jammerbugt;2021-05-19;4
851;Aalborg;2021-05-19;92
860;Hjørring;2021-05-19;4
101;København;2021-05-20;208
147;Frederiksberg;2021-05-20;26
151;Ballerup;2021-05-20;6
153;Brøndby;2021-05-20;11
155;Dragør;2021-05-20;2
157;Gentofte;2021-05-20;19
159;Gladsaxe;2021-05-20;11
161;Glostrup;2021-05-20;4
163;Herlev;2021-05-20;5
165;Albertslund;2021-05-20;7
167;Hvidovre;2021-05-20;12
169;Høje Tåstrup;2021-05-20;17
173;Lyngby-Taarbæk;2021-05-20;12
175;Rødovre;2021-05-20;8
183;Ishøj;2021-05-20;10
185;Tårnby;2021-05-20;8
187;Vallensbæk;2021-05-20;6
190;Furesø;2021-05-20;8
201;Allerød;2021-05-20;4
210;Fredensborg;2021-05-20;12
217;Helsingør;2021-05-20;9
219;Hillerød;2021-05-20;6
223;Hørsholm;2021-05-20;6
230;Rudersdal;2021-05-20;9
240;Egedal;2021-05-20;4
250;Frederikssund;2021-05-20;6
253;Greve;2021-05-20;12
259;Køge;2021-05-20;3
260;Halsnæs;2021-05-20;5
265;Roskilde;2021-05-20;23
269;Solrød;2021-05-20;6
270;Gribskov;2021-05-20;7
306;Odsherred;2021-05-20;6
316;Holbæk;2021-05-20;17
320;Faxe;2021-05-20;6
326;Kalundborg;2021-05-20;8
329;Ringsted;2021-05-20;8
330;Slagelse;2021-05-20;12
336;Stevns;2021-05-20;2
340;Sorø;2021-05-20;10
350;Lejre;2021-05-20;3
360;Lolland;2021-05-20;5
370;Næstved;2021-05-20;21
376;Guldborgsund;2021-05-20;10
390;Vordingborg;2021-05-20;3
400;Bornholm;2021-05-20;3
410;Middelfart;2021-05-20;3
420;Assens;2021-05-20;9
430;Faaborg-Midtfyn;2021-05-20;6
440;Kerteminde;2021-05-20;3
450;Nyborg;2021-05-20;4
461;Odense;2021-05-20;39
479;Svendborg;2021-05-20;2
480;Nordfyn;2021-05-20;8
510;Haderslev;2021-05-20;5
530;Billund;2021-05-20;1
540;Sønderborg;2021-05-20;1
550;Tønder;2021-05-20;1
561;Esbjerg;2021-05-20;5
573;Varde;2021-05-20;4
575;Vejen;2021-05-20;5
580;Aabenraa;2021-05-20;2
607;Fredericia;2021-05-20;3
615;Horsens;2021-05-20;5
621;Kolding;2021-05-20;5
630;Vejle;2021-05-20;12
657;Herning;2021-05-20;10
661;Holstebro;2021-05-20;9
671;Struer;2021-05-20;7
706;Syddjurs;2021-05-20;9
707;Norddjurs;2021-05-20;3
710;Favrskov;2021-05-20;8
727;Odder;2021-05-20;1
730;Randers;2021-05-20;5
740;Silkeborg;2021-05-20;2
746;Skanderborg;2021-05-20;3
751;Århus;2021-05-20;63
756;Ikast-Brande;2021-05-20;2
760;Ringkøbing-Skjern;2021-05-20;2
766;Hedensted;2021-05-20;6
779;Skive;2021-05-20;1
787;Thisted;2021-05-20;1
791;Viborg;2021-05-20;8
810;Brønderslev;2021-05-20;5
813;Frederikshavn;2021-05-20;13
820;Vesthimmerland;2021-05-20;7
840;Rebild;2021-05-20;10
846;Mariagerfjord;2021-05-20;1
849;Jammerbugt;2021-05-20;5
851;Aalborg;2021-05-20;91
860;Hjørring;2021-05-20;9
101;København;2021-05-21;153
147;Frederiksberg;2021-05-21;29
151;Ballerup;2021-05-21;2
153;Brøndby;2021-05-21;4
155;Dragør;2021-05-21;1
157;Gentofte;2021-05-21;22
159;Gladsaxe;2021-05-21;18
161;Glostrup;2021-05-21;2
163;Herlev;2021-05-21;4
165;Albertslund;2021-05-21;7
167;Hvidovre;2021-05-21;10
169;Høje Tåstrup;2021-05-21;14
173;Lyngby-Taarbæk;2021-05-21;4
175;Rødovre;2021-05-21;8
183;Ishøj;2021-05-21;5
185;Tårnby;2021-05-21;3
187;Vallensbæk;2021-05-21;7
190;Furesø;2021-05-21;3
201;Allerød;2021-05-21;8
210;Fredensborg;2021-05-21;7
217;Helsingør;2021-05-21;9
219;Hillerød;2021-05-21;14
223;Hørsholm;2021-05-21;1
230;Rudersdal;2021-05-21;12
240;Egedal;2021-05-21;7
250;Frederikssund;2021-05-21;7
253;Greve;2021-05-21;11
259;Køge;2021-05-21;9
260;Halsnæs;2021-05-21;3
265;Roskilde;2021-05-21;14
269;Solrød;2021-05-21;4
270;Gribskov;2021-05-21;5
306;Odsherred;2021-05-21;7
316;Holbæk;2021-05-21;14
320;Faxe;2021-05-21;9
326;Kalundborg;2021-05-21;3
329;Ringsted;2021-05-21;8
330;Slagelse;2021-05-21;11
340;Sorø;2021-05-21;7
350;Lejre;2021-05-21;3
370;Næstved;2021-05-21;18
376;Guldborgsund;2021-05-21;16
390;Vordingborg;2021-05-21;1
400;Bornholm;2021-05-21;1
410;Middelfart;2021-05-21;1
420;Assens;2021-05-21;2
430;Faaborg-Midtfyn;2021-05-21;3
450;Nyborg;2021-05-21;1
461;Odense;2021-05-21;22
479;Svendborg;2021-05-21;1
480;Nordfyn;2021-05-21;8
510;Haderslev;2021-05-21;4
530;Billund;2021-05-21;4
540;Sønderborg;2021-05-21;4
550;Tønder;2021-05-21;3
561;Esbjerg;2021-05-21;16
573;Varde;2021-05-21;1
575;Vejen;2021-05-21;3
580;Aabenraa;2021-05-21;3
607;Fredericia;2021-05-21;5
615;Horsens;2021-05-21;11
621;Kolding;2021-05-21;7
630;Vejle;2021-05-21;9
657;Herning;2021-05-21;13
661;Holstebro;2021-05-21;10
665;Lemvig;2021-05-21;1
671;Struer;2021-05-21;2
706;Syddjurs;2021-05-21;5
707;Norddjurs;2021-05-21;4
710;Favrskov;2021-05-21;5
727;Odder;2021-05-21;1
730;Randers;2021-05-21;7
740;Silkeborg;2021-05-21;9
741;Samsø;2021-05-21;2
746;Skanderborg;2021-05-21;3
751;Århus;2021-05-21;44
756;Ikast-Brande;2021-05-21;3
760;Ringkøbing-Skjern;2021-05-21;3
766;Hedensted;2021-05-21;1
779;Skive;2021-05-21;3
787;Thisted;2021-05-21;2
791;Viborg;2021-05-21;3
810;Brønderslev;2021-05-21;6
813;Frederikshavn;2021-05-21;3
820;Vesthimmerland;2021-05-21;1
840;Rebild;2021-05-21;3
846;Mariagerfjord;2021-05-21;10
849;Jammerbugt;2021-05-21;2
851;Aalborg;2021-05-21;52
860;Hjørring;2021-05-21;6
101;København;2021-05-22;135
147;Frederiksberg;2021-05-22;34
151;Ballerup;2021-05-22;3
153;Brøndby;2021-05-22;5
157;Gentofte;2021-05-22;15
159;Gladsaxe;2021-05-22;11
163;Herlev;2021-05-22;6
165;Albertslund;2021-05-22;8
167;Hvidovre;2021-05-22;7
169;Høje Tåstrup;2021-05-22;10
173;Lyngby-Taarbæk;2021-05-22;6
175;Rødovre;2021-05-22;3
183;Ishøj;2021-05-22;10
185;Tårnby;2021-05-22;8
187;Vallensbæk;2021-05-22;4
190;Furesø;2021-05-22;5
201;Allerød;2021-05-22;2
210;Fredensborg;2021-05-22;10
217;Helsingør;2021-05-22;11
219;Hillerød;2021-05-22;7
223;Hørsholm;2021-05-22;1
230;Rudersdal;2021-05-22;9
240;Egedal;2021-05-22;4
250;Frederikssund;2021-05-22;3
253;Greve;2021-05-22;5
259;Køge;2021-05-22;11
260;Halsnæs;2021-05-22;1
265;Roskilde;2021-05-22;17
269;Solrød;2021-05-22;7
270;Gribskov;2021-05-22;5
306;Odsherred;2021-05-22;6
316;Holbæk;2021-05-22;5
320;Faxe;2021-05-22;2
326;Kalundborg;2021-05-22;3
329;Ringsted;2021-05-22;1
330;Slagelse;2021-05-22;4
336;Stevns;2021-05-22;1
340;Sorø;2021-05-22;2
350;Lejre;2021-05-22;3
360;Lolland;2021-05-22;2
370;Næstved;2021-05-22;8
376;Guldborgsund;2021-05-22;3
390;Vordingborg;2021-05-22;3
400;Bornholm;2021-05-22;3
420;Assens;2021-05-22;2
430;Faaborg-Midtfyn;2021-05-22;3
450;Nyborg;2021-05-22;6
461;Odense;2021-05-22;31
479;Svendborg;2021-05-22;2
480;Nordfyn;2021-05-22;2
510;Haderslev;2021-05-22;1
530;Billund;2021-05-22;11
540;Sønderborg;2021-05-22;9
550;Tønder;2021-05-22;3
561;Esbjerg;2021-05-22;15
575;Vejen;2021-05-22;4
580;Aabenraa;2021-05-22;1
607;Fredericia;2021-05-22;5
615;Horsens;2021-05-22;9
621;Kolding;2021-05-22;4
630;Vejle;2021-05-22;7
657;Herning;2021-05-22;16
661;Holstebro;2021-05-22;6
665;Lemvig;2021-05-22;1
671;Struer;2021-05-22;5
706;Syddjurs;2021-05-22;4
707;Norddjurs;2021-05-22;3
710;Favrskov;2021-05-22;7
727;Odder;2021-05-22;2
730;Randers;2021-05-22;10
740;Silkeborg;2021-05-22;30
746;Skanderborg;2021-05-22;9
751;Århus;2021-05-22;38
756;Ikast-Brande;2021-05-22;8
760;Ringkøbing-Skjern;2021-05-22;6
766;Hedensted;2021-05-22;5
779;Skive;2021-05-22;5
787;Thisted;2021-05-22;10
791;Viborg;2021-05-22;3
810;Brønderslev;2021-05-22;1
813;Frederikshavn;2021-05-22;4
820;Vesthimmerland;2021-05-22;2
840;Rebild;2021-05-22;4
846;Mariagerfjord;2021-05-22;4
849;Jammerbugt;2021-05-22;9
851;Aalborg;2021-05-22;61
860;Hjørring;2021-05-22;4
101;København;2021-05-23;123
147;Frederiksberg;2021-05-23;24
151;Ballerup;2021-05-23;4
153;Brøndby;2021-05-23;4
155;Dragør;2021-05-23;1
157;Gentofte;2021-05-23;15
159;Gladsaxe;2021-05-23;8
161;Glostrup;2021-05-23;4
163;Herlev;2021-05-23;3
165;Albertslund;2021-05-23;3
167;Hvidovre;2021-05-23;13
169;Høje Tåstrup;2021-05-23;6
173;Lyngby-Taarbæk;2021-05-23;8
175;Rødovre;2021-05-23;8
183;Ishøj;2021-05-23;3
187;Vallensbæk;2021-05-23;2
190;Furesø;2021-05-23;4
201;Allerød;2021-05-23;11
210;Fredensborg;2021-05-23;9
217;Helsingør;2021-05-23;8
219;Hillerød;2021-05-23;10
223;Hørsholm;2021-05-23;4
230;Rudersdal;2021-05-23;7
240;Egedal;2021-05-23;6
250;Frederikssund;2021-05-23;3
253;Greve;2021-05-23;9
259;Køge;2021-05-23;9
260;Halsnæs;2021-05-23;4
265;Roskilde;2021-05-23;11
269;Solrød;2021-05-23;4
270;Gribskov;2021-05-23;7
306;Odsherred;2021-05-23;2
316;Holbæk;2021-05-23;9
320;Faxe;2021-05-23;1
329;Ringsted;2021-05-23;6
330;Slagelse;2021-05-23;12
336;Stevns;2021-05-23;4
350;Lejre;2021-05-23;1
370;Næstved;2021-05-23;18
376;Guldborgsund;2021-05-23;10
390;Vordingborg;2021-05-23;2
400;Bornholm;2021-05-23;2
410;Middelfart;2021-05-23;3
420;Assens;2021-05-23;1
430;Faaborg-Midtfyn;2021-05-23;2
440;Kerteminde;2021-05-23;1
450;Nyborg;2021-05-23;2
461;Odense;2021-05-23;21
479;Svendborg;2021-05-23;3
480;Nordfyn;2021-05-23;5
510;Haderslev;2021-05-23;2
530;Billund;2021-05-23;3
540;Sønderborg;2021-05-23;18
550;Tønder;2021-05-23;3
561;Esbjerg;2021-05-23;8
575;Vejen;2021-05-23;7
580;Aabenraa;2021-05-23;2
607;Fredericia;2021-05-23;6
615;Horsens;2021-05-23;5
621;Kolding;2021-05-23;2
630;Vejle;2021-05-23;12
657;Herning;2021-05-23;10
661;Holstebro;2021-05-23;20
671;Struer;2021-05-23;5
706;Syddjurs;2021-05-23;6
707;Norddjurs;2021-05-23;3
710;Favrskov;2021-05-23;8
727;Odder;2021-05-23;2
730;Randers;2021-05-23;21
740;Silkeborg;2021-05-23;16
746;Skanderborg;2021-05-23;3
751;Århus;2021-05-23;49
756;Ikast-Brande;2021-05-23;6
760;Ringkøbing-Skjern;2021-05-23;3
766;Hedensted;2021-05-23;7
779;Skive;2021-05-23;9
787;Thisted;2021-05-23;3
791;Viborg;2021-05-23;8
810;Brønderslev;2021-05-23;5
813;Frederikshavn;2021-05-23;2
820;Vesthimmerland;2021-05-23;9
840;Rebild;2021-05-23;7
846;Mariagerfjord;2021-05-23;15
849;Jammerbugt;2021-05-23;5
851;Aalborg;2021-05-23;63
860;Hjørring;2021-05-23;4
101;København;2021-05-24;130
147;Frederiksberg;2021-05-24;29
151;Ballerup;2021-05-24;9
153;Brøndby;2021-05-24;6
155;Dragør;2021-05-24;7
157;Gentofte;2021-05-24;16
159;Gladsaxe;2021-05-24;13
161;Glostrup;2021-05-24;8
163;Herlev;2021-05-24;2
165;Albertslund;2021-05-24;7
167;Hvidovre;2021-05-24;11
169;Høje Tåstrup;2021-05-24;13
173;Lyngby-Taarbæk;2021-05-24;13
175;Rødovre;2021-05-24;3
183;Ishøj;2021-05-24;3
185;Tårnby;2021-05-24;9
187;Vallensbæk;2021-05-24;6
190;Furesø;2021-05-24;6
201;Allerød;2021-05-24;4
210;Fredensborg;2021-05-24;5
217;Helsingør;2021-05-24;8
219;Hillerød;2021-05-24;6
223;Hørsholm;2021-05-24;3
230;Rudersdal;2021-05-24;10
240;Egedal;2021-05-24;11
250;Frederikssund;2021-05-24;4
253;Greve;2021-05-24;4
259;Køge;2021-05-24;14
260;Halsnæs;2021-05-24;4
265;Roskilde;2021-05-24;14
269;Solrød;2021-05-24;3
270;Gribskov;2021-05-24;6
306;Odsherred;2021-05-24;1
316;Holbæk;2021-05-24;15
320;Faxe;2021-05-24;2
326;Kalundborg;2021-05-24;6
329;Ringsted;2021-05-24;5
330;Slagelse;2021-05-24;14
336;Stevns;2021-05-24;4
340;Sorø;2021-05-24;4
350;Lejre;2021-05-24;1
360;Lolland;2021-05-24;1
370;Næstved;2021-05-24;17
376;Guldborgsund;2021-05-24;9
390;Vordingborg;2021-05-24;6
400;Bornholm;2021-05-24;4
410;Middelfart;2021-05-24;1
420;Assens;2021-05-24;2
430;Faaborg-Midtfyn;2021-05-24;2
450;Nyborg;2021-05-24;4
461;Odense;2021-05-24;20
480;Nordfyn;2021-05-24;4
482;Langeland;2021-05-24;1
510;Haderslev;2021-05-24;4
530;Billund;2021-05-24;5
540;Sønderborg;2021-05-24;5
550;Tønder;2021-05-24;4
561;Esbjerg;2021-05-24;13
573;Varde;2021-05-24;1
575;Vejen;2021-05-24;16
580;Aabenraa;2021-05-24;5
607;Fredericia;2021-05-24;1
615;Horsens;2021-05-24;4
621;Kolding;2021-05-24;4
630;Vejle;2021-05-24;10
657;Herning;2021-05-24;11
661;Holstebro;2021-05-24;6
671;Struer;2021-05-24;1
706;Syddjurs;2021-05-24;2
707;Norddjurs;2021-05-24;11
710;Favrskov;2021-05-24;13
727;Odder;2021-05-24;1
730;Randers;2021-05-24;6
